customer_id,city,country,active,full_name,rental_id,amount,rental_date,first_date,recency,monetary,frequency
448,Erlangen,Germany,1,MIGUEL BETANCOURT,13250,3.99,2005-08-19,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,15358,9.99,2005-08-22,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,3992,6.99,2005-07-06,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,14711,2.99,2005-08-21,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,3347,5.99,2005-06-21,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,4558,2.99,2005-07-08,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,11798,9.99,2005-08-17,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,14580,3.99,2005-08-21,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,14734,3.98,2006-02-14,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,1313,5.99,2005-06-15,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,13220,2.99,2005-08-19,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,4537,2.99,2005-07-08,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,2697,0.99,2005-06-19,2005-05-26,264,135.70999,29
448,Erlangen,Germany,1,MIGUEL BETANCOURT,3225,3.99,2005-06-21,2005-05-26,264,135.70999,29
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,2404,0.99,2005-06-18,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,3743,7.99,2005-07-06,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,1700,0.99,2005-06-16,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,2146,6.99,2005-06-17,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,10813,2.99,2005-08-01,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,3881,2.99,2005-07-06,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,1288,2.99,2005-06-15,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,13144,8.99,2005-08-19,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,19,4.99,2005-05-25,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,15910,2.99,2005-08-23,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,15720,3.99,2005-08-23,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,6023,0.99,2005-07-11,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,13348,4.99,2005-08-19,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,12188,4.99,2005-08-18,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,10519,5.99,2005-08-01,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,8749,4.99,2005-07-29,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,5964,0.99,2005-07-10,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,4141,3.99,2005-07-07,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,14690,1.99,2005-08-21,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,2192,4.99,2005-06-18,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,2581,2.99,2005-06-19,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,7248,2.99,2005-07-27,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,14253,2.99,2005-08-21,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,13547,4.99,2005-08-20,2005-05-25,90,100.75,25
456,Ziguinchor,Senegal,1,RONNIE RICKETTS,2103,5.99,2005-06-17,2005-05-25,90,100.75,25
464,Rancagua,Chile,1,JEROME KENYON,15854,0.99,2005-08-23,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,13644,8.99,2005-08-20,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,373,1.99,2005-05-27,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,3167,2.99,2005-06-20,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,1277,4.99,2005-06-15,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,6601,3.99,2005-07-12,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,15983,4.99,2005-08-23,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,4337,5.99,2005-07-07,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,5910,4.99,2005-07-10,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,5455,6.99,2005-07-09,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,13943,2.99,2005-08-20,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,9600,5.99,2005-07-31,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,305,3.99,2005-05-26,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,3761,4.99,2005-07-06,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,15092,6.99,2005-08-22,2005-05-26,89,73.84,16
464,Rancagua,Chile,1,JEROME KENYON,11275,1.99,2005-08-02,2005-05-26,89,73.84,16
472,Nam Dinh,Vietnam,1,GREG ROBINS,10282,6.99,2005-08-01,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,2991,4.99,2005-06-20,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,800,0.99,2005-05-29,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,14596,4.99,2005-08-21,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,12763,4.99,2005-08-18,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,14597,4.99,2005-08-21,2005-05-25,265,141.7,30
64,Daxian,China,0,JUDITH COX,5432,0.99,2005-07-09,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,7045,0.99,2005-07-27,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,6457,0.99,2005-07-12,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,1001,2.99,2005-05-31,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,9832,2.99,2005-07-31,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,5114,3.99,2005-07-09,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,1335,0.99,2005-06-15,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,9880,6.99,2005-07-31,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,2060,2.99,2005-06-17,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,14316,0.99,2005-08-21,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,9924,3.99,2005-07-31,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,3982,0.99,2005-07-06,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,587,0.99,2005-05-28,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,4819,5.99,2005-07-08,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,13971,0.99,2005-08-20,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,7476,1.99,2005-07-27,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,6372,2.99,2005-07-11,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,10889,4.99,2005-08-02,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,7082,2.99,2005-07-27,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,8602,4.99,2005-07-29,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,13333,4.99,2006-02-14,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,10185,0.99,2005-08-01,2005-05-28,262,100.67,33
64,Daxian,China,0,JUDITH COX,13773,2.99,2005-08-20,2005-05-28,262,100.67,33
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,14509,0.99,2005-08-21,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,15492,2.99,2005-08-23,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,8294,2.99,2005-07-29,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,7936,0.99,2005-07-28,2005-05-30,85,134.68,32
